Timestamp,Listing Name,Listing Price,Sold,Seen,Review Score,Review Count,Store Name,Store Area,URL
1591707704,MSI GTX 1660 SUPER VENTUS XS OC Graphics Card,4057000,6,438,50,2,Sonic Computer,Makassar,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_1FH_edosnDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUstho_jhopnRosjabm-srcHi6sjfHmFiy3zwrfo5rM1i6sUd6mdFHsjpHAjpo_nhHArhbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8jhkZ92vzcra_M2oo1Nkyp-ouJuE_92uq1hAZS-q3cFpysoGqOKp_M2iH72DZ325q1OAZ9o-Q_ufyMO6QJBkQfB6z77a3M2DqO2kqRzg8B1h3BHFHVBkqpoHu7jp_OzSPVBEyRxqzOVd3jz3QuBE_9B-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBizJydgjx6Hc-y8AxizJtdgjPR8jB2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1Ok3_oHqjVN_uzCH1YJypV6ucPN_M2zq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-81YJgRuozJjO_92Co1OEu9PouJJp_uoG6ZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUBBFeMx1z_-gPO-0u3-3Z9zy17FO1jBMu1ugzIgz6InfQjYwoAx7uIovgJ-RzIoB8jNkgaOB13WCq9CV8u2JH92EZR2zPMguH7V7eByauMx0_3uGZuP5_uB7ZI-AoJBwzfgqe_xqq_C2r9-5Z3dF1uYk_72b_AB061P-uMuOHBPEUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEoaFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAUN6ZFp6_1h9ZFiQBYsy3Njq3zxPcuwy3zpUstRbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_yR6AUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHNo_Ji997?keywords=1660+super&ob=23&dv=desktop&is_search=1&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fsonicompmks%2Fmsi-gtx-1660-super-ventus-xs-oc-graphics-card%3Fsrc%3Dtopads&src=search&t=desktop&management_type=1
1591707706,VGA PNY GTX 1660 SUPER OC 6GB DDR6 OC DUAL FAN XLR8 GAMING GRS 3 THN,3650000,0,614,0,0,GRACE SHOP27,Jakarta Barat,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_ypHAUposJDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstabm-7q3OBUstho_jhopnRosjabm-srcHi6sUOHmFiy3zwrfo5rM1i6sUfHZddopjposHposja6_nRHaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoepeh_Bz-HJYJ39xvzcH7_jzu8jOJ__z-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk_9u6ucPN_1zSo1N1u9Boqj77_7zCHjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qB-k_MOgou2I3_uHu77h_BPuPJNIZ_u68_V2_S20oJh9__oouO-0_uPzHu2W_92oq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pdgjxd8MzIH_xMzRPNgjxdr7ONZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_Cv1pe7_M2-P7NJgR26uVj7_32oP7NAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_-o1pe7_S208jNk_926qMWN_OzCH7ONZsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-grJ-tuJ1a39PZqOuiujB73VoHou--gBuV31zf1_xFoMNv9pedPVzp_fzmP7zpg926qMrWguV0e3BFz9BqzAVE8jWE19gMu_oCPJ-3HBgtq7OBZjB9Q7OgPJxaepz-97PM3jJd3MjFq9VaQ7BXHVVwqjYGZ7FNqpBIZugBP_-98iUDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6srDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFa6_jDHpjOHu7DUMNwyfVXgcBjy9zB9fVjraUEoaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHNo_Ji997?t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fgraceshop27%2Fvga-pny-gtx-1660-super-oc-6gb-ddr6-oc-dual-fan-xlr8-gaming-grs-3-thn%3Fsrc%3Dtopads&page=1&ob=23&src=search&keywords=1660+super&r_replacement=new&dv=desktop&is_search=1&management_type=1
1591707708,MSI GTX 1660 SUPER GAMING X 6GB GDDR6 GTX1660,4475000,1,334,0,0,StarComp,Kab. Sleman,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_y7osn76_rDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstpbm-7q3OBUstho_jhopnRosjabm-srcHi6sHOHmFiy3zwrfo5rM1i6sUfHZdRHsjdHAjNHpe7HpUfomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32ZqjNW3_uqzOjO_VPoH1N9u9z6z7jO_Sjhq1NEqpzHu77p_uPZq7O91_VqQ1OE_3B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8cgU8I2jzpJdgjPR83gU8Ioo81BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjjF_7H7H1YJZ9B6zcPR_S2gP7NkgpC-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqBBd_c2s81Y1gRPvucWE_jzz8jOk3_C-QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUsti39CmqVzVHBBR1MWuyBg-PVx__AuZZ3guzuBJPBJdrAgX_O476Iz1r7YjeSPJrfuE_M2Sb3uzq7V2rJuN3jeh8S2b8BVfgB1pe9zmus-3qcWog12-ufYo39zUrjH7ZuYIgB2C6V22HcBhrMY-QsCz9f2vZjWH63DNz7B3g91auRtibm-xQcri6i-pPcOwQAowQA-wQAJibm-XP3Oig9-wQfgwy3zpUstRbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHsjNbAHNo_VPbm-X9foxQMz2gcV7guYxgIHi6srDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsthosrdHiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjOHZ-Pwe?is_search=1&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fstarjakal%2Fmsi-gtx-1660-super-gaming-x-6gb-gddr6-gtx1660%3Fsrc%3Dtopads&src=search&management_type=1&keywords=1660+super&t=desktop&dv=desktop&ob=23
1591707711,VGA CARD NVIDIA MSI GeForce® GTX 1660 SUPER™ VENTUS XS OC ORIGINAL,3950000,0,137,0,0,kevmor komp,Jakarta Pusat,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_e76AJfopUDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUstho_jhopnRosjabm-srcHi6sHOHmFiy3zwrfo5rM1i6sUfHmddo_ydHpUNHAyO6_yNbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qB-k_MOgou2I3_uHu77h_BPuPJNIZ_u68_V2_S20oJh9__oouO-0_uPzHu2W_92oq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pdgjxd8MzIH_xMzRPNgjxdr7ONZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_V6epzR_7zgo1O1_9PozVVR_7z081NAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_-oepe7_BzgoJOEZ_uozVjh_Ozgo1BXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-grJ-tuJ1a39PZqOuiujB73VoHou--gBuV31zf1_xFoMNv9pedPVzp_fzmP7zpg926qMrWguV0e3BFz9BqzAVE8jWE19gMu_oCPJ-3HBgtq7OBZjB9Q7OgPJxaepz-97PM3jJd3MjFq9VaQ7BXHVVwqjYGZ7FNqpBIZugBP_-98iUDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6srDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFa6_jDHpjOHu7DUMNwyfVXgcBjy9zB9fVjraUEoaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6seOosJhbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_1hUBOY?management_type=2&t=desktop&page=1&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fkevmorkomp%2Fvga-card-nvidia-msi-geforce-gtx-1660-super-ventus-xs-oc-original%3Fsrc%3Dtopads&is_search=1&dv=desktop&src=search&keywords=1660+super
1591707713,MSI GTX 1660 SUPER VENTUS XS OC 6GB GDDR6 GTX1660,3990000,3,431,50,1,StarComp,Kab. Sleman,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_y7osn76_jDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUstho_jhopnRosjabm-srcHi6sHOHmFiy3zwrfo5rM1i6sUfHZdh6_npHpHFoprRH_Upbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qB-k_MOgou2I3_uHu77h_BPuPJNIZ_u68_V2_S20oJh9__oouO-0_uPzHu2W_92oq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pdgjxd8MzIH_xMzRPNgjxdr7ONZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_Voq_zN_S2zH1O1Z_-6qjuN_OzSHJO2Z9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_-o1pzd_OzC8jOE_9P68MHp_uz-8jBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-grJ-tuJ1a39PZqOuiujB73VoHou--gBuV31zf1_xFoMNv9pedPVzp_fzmP7zpg926qMrWguV0e3BFz9BqzAVE8jWE19gMu_oCPJ-3HBgtq7OBZjB9Q7OgPJxaepz-97PM3jJd3MjFq9VaQ7BXHVVwqjYGZ7FNqpBIZugBP_-98iUDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6srDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFa6_jDHpjOHu7DUMNwyfVXgcBjy9zB9fVjraUEoaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJfopKabm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_1hUBOY?ob=23&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fstarjakal%2Fmsi-gtx-1660-super-ventus-xs-oc-6gb-gddr6-gtx1660%3Fsrc%3Dtopads&src=search&is_search=1&keywords=1660+super&management_type=1&dv=desktop&page=1
1591707715,VGA GALAX Geforce GTX 1660 SUPER 6GB DDR6 (1-Click OC) - DUAL FAN,3750000,204,40586,49,88,Enter Komputer Official,Jakarta Pusat,https://www.tokopedia.com/enterkomputer/vga-galax-geforce-gtx-1660-super-6gb-ddr6-1-click-oc-dual-fan?trkid=f%3DCa299L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D1000_q%3D1660+Super_bmexp%3D0_po%3D1_catid%3D3951_bmexp%3D0&whid=0
1591707717,VGA INNO3D GTX 1660 SUPER TWIN X2 6GB GDDR6,3675000,9,3426,50,6,Prisma Computer,Jakarta Barat,https://www.tokopedia.com/prismacomharco/vga-inno3d-gtx-1660-super-twin-x2-6gb-gddr6?trkid=f%3DCa299L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D1000_q%3D1660+Super_bmexp%3D0_po%3D2_catid%3D3951_bmexp%3D0&whid=0
1591707719,Zotac GeForce GTX 1660 SUPER 6GB DDR6 AMP Edition,3863000,4,3456,50,4,COC Komputer,Jakarta Pusat,https://www.tokopedia.com/cockomputer/zotac-geforce-gtx-1660-super-6gb-ddr6-amp-edition?trkid=f%3DCa299L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D1000_q%3D1660+Super_bmexp%3D0_po%3D3_catid%3D3951_bmexp%3D0&whid=0
1591707722,Colorful iGame GeForce GTX 1660 SUPER 6GB Ultra 6G-V,3931000,39,12452,50,23,COC Komputer,Jakarta Pusat,https://www.tokopedia.com/cockomputer/colorful-igame-geforce-gtx-1660-super-6gb-ultra-6g-v?trkid=f%3DCa299L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D1000_q%3D1660+Super_bmexp%3D0_po%3D4_catid%3D3951_bmexp%3D0&whid=0
1591707724,ASUS TUF Gaming X3 GeForce GTX 1660 SUPER Advanced Edition 6GB GDDR6,4719000,5,1369,50,3,Asus Component,Jakarta Pusat,https://www.tokopedia.com/asus-component/asus-tuf-gaming-x3-geforce-gtx-1660-super-advanced-edition-6gb-gddr6?trkid=f%3DCa299L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D1_ob%3D1000_q%3D1660+Super_bmexp%3D0_po%3D5_catid%3D3951_bmexp%3D0&whid=0
